Code	NCIt Preferred Name	Synonyms
C157499	Nanoscale Coordination Polymer Nanoparticles CPI-100	CPI 100|CPI-100|CPI100|NCP Nanoparticles CPI-100|Nanoscale Coordination Polymer Nanoparticles CPI-100|Nanoscale Coordination Polymer Nanoparticles CPI-100
C157501	Anti-SIRPa Monoclonal Antibody CC-95251	Anti-SIRPa Monoclonal Antibody CC-95251|Anti-SIRPa Monoclonal Antibody CC-95251|Anti-SIRPa Monoclonal Antibody CC-95251|CC 95251|CC-95251|CC95251
C157578	Anti-PD1/ICOS Bispecific Monoclonal Antibody XmAb23104	Anti-PD1/Anti-ICOS Bispecific Monoclonal Antibody XmAb23104|Anti-PD1/ICOS Bispecific Monoclonal Antibody XmAb23104|Anti-PD1/ICOS Bispecific Monoclonal Antibody XmAb23104|PD1 x ICOS Bispecific Monoclonal Antibody XmAb23104|XmAb 23104|XmAb-23104|XmAb23104
C1576	Sedoxantrone Trihydrochloride	"2H-(1)Benzothiopyrano(4,3,2-cd)indazol-8-ol, 5-((2-aminoethyl)amino)-2-(2-(diethylamino)ethyl)-, Trihydrochloride|CI 958|CI-958|CI-958|LEDOXANTRONE TRIHYDROCHLORIDE|Ledoxantrone Trihydrochloride|Sedoxantrone Trihydrochloride|sedoxantrone trihydrochloride"
C157630	Lutetium Lu 177 DOTA-IPN01087	177Lu-3BP-227|177Lu-DOTA-3BP-227|177Lu-DOTA-IPN01087|177Lu-IPN01087|Lutetium Lu 177 DOTA-3BP-227|Lutetium Lu 177 DOTA-IPN01087
C157632	Anti-PD-L1/CTLA-4 Bispecific Antibody KN046	Anti-PD-L1 x CTLA-4 Bispecific Antibody KN046|Anti-PD-L1/Anti-CTLA-4 Bispecific Antibody KN046|Anti-PD-L1/CTLA-4 Bispecific Antibody KN046|KN 046|KN-046|KN046
C157633	Neoantigen-encoding Personalized Virus-2	Neoantigen-encoding Personalized Virus-2|PSV-2|PSV2
C157634	Expanded/Activated Gamma Delta T-cells	EAGD T-cells|EAGD T-lymphocytes|Expanded and Activated Gamma Delta T-cells|Expanded and Activated Gamma/Delta T-cells|Expanded/Activated Gamma Delta T-cells
C157655	Autologous Anti-CD19CAR-CD28tm/4-1BB/CD3zeta-HER2tG-expressing CD4+/CD8+ T-lymphocytes SCRI-huCAR19v1	Autologous Anti-CD19CAR-CD28tm/4-1BB/CD3zeta-HER2tG-expressing CD4+/CD8+ T-lymphocytes SCRI-huCAR19v1|Autologous Anti-CD19CAR-CD28tm/4-1BB/CD3zeta-HER2tG-expressing CD4+/CD8+ T-lymphocytes SCRI-huCAR19v1
C1577	Nolatrexed Dihydrochloride	"3,4-Dihydro-2-amino-6-methyl-4-oxy-5-(4-pyridylthio)-quinazoline Dihydrochloride|AG-337|AG337|NOLATREXED DIHYDROCHLORIDE|Nolatrexed Dihydrochloride|Nolatrexed Hydrochloride|Thymitaq|Thymitaq|nolatrexed"
C157710	Recombinant Vesicular Stomatitis Virus-expressing Interferon-beta and Tyrosinase Related Protein 1	Recombinant VSV-IFNbetaTYRP1 (SY); Recombinant VSV-expressing IFN-b and TYRP1|Recombinant Vesicular Stomatitis Virus-expressing Interferon-beta and Tyrosinase Related Protein 1|Recombinant Vesicular Stomatitis Virus-expressing Interferon-beta and Tyrosinase Related Protein 1|VSV-IFN-b/TYRP1|VSV-IFNbetaTYRP1
C157746	Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-lymphocytes	Autologous Anti-PSCA(dCH2)BBz-CAR T-cells|Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-cells|Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-lymphocytes|Autologous Anti-PSCA-CAR-4-1BB/TCRzeta-CD19t-expressing T-lymphocytes|PSCA(dCH2)BBzeta-CAR T-cells
C157772	Anti-ROR1 ADC VLS-101	Anti-ROR1 ADC VLS-101|Anti-ROR1 ADC VLS-101|Antibody-drug Conjugate VLS-101|VLS 101|VLS-101|VLS101
C157776	Maraba Oncolytic Virus Expressing Mutant HPV E6/E7	MG1-E6/E7|MG1-E6E7|MG1-expressing Mutant HPV E6/E7|Maraba Oncolytic Virus Expressing Mutant HPV E6/E7|Maraba Oncolytic Virus Expressing Mutant HPV E6/E7|Oncolytic MG1 Virus-encoding E6E7|Oncolytic Virus MG1-E6E7
C157777	Adenovirus Expressing Mutant HPV E6/E7	Ad-E6/E7|Ad-E6E7|Adenoviral-HPV E6E7 Vaccine|Adenoviral-expressing Mutant HPV E6/E7|Adenovirus Expressing Mutant HPV E6/E7|Adenovirus Expressing Mutant HPV E6/E7|Adenovirus Vaccine Expressing Mutant HPV E6 and E7
C1578	Bispecific Antibody MDX-H210	"520C9x22 Bispecific Antibody|520C9xH22 Bispecific Antibody|Antibody, Bispecific 520C9xH22|Bispecific Antibody 520C9 x H22|Bispecific Antibody MDX-H210|Bispecific Antibody MDXH210|BsAb 520C9x22|BsAb 520C9xH22|MDX-210|MDX-H210"
C1579	Eflornithine Hydrochloride	"2-(Difluoromethyl)-dl-ornithine Hydrochloride, Monohydrate|2-Difluoromethyl-dl-ornithine, Monohydrochloride, Monohydrate|EFLORNITHINE HYDROCHLORIDE|Eflornithine Hydrochloride|Eflornithine hydrochloride|Eflornithine.HCl|MDL 71782|Ornidyl|RMI-71782|Vaniqa|alpha-Difluoromethylornithine hydrochloride"
C158044	Lutetium Lu 177 DOTA-N3-CTT1403	177Lu-DOTA-N3-CTT1403|177Lu-DOTA-azide-CTT1403|Lutetium Lu 177 DOTA-N3-CTT1403|Lutetium Lu 177 DOTA-N3-CTT1403|Lutetium Lu 177 DOTA-azide-CTT1403
C158067	Anti-Folate Receptor-alpha Antibody Drug Conjugate STRO-002	Anti-FolRa ADC STRO-002|Anti-FolRalpha ADC STRO-002|Anti-Folate Receptor-alpha Antibody Drug Conjugate STRO-002|Anti-Folate Receptor-alpha Antibody Drug Conjugate STRO-002|STRO 002|STRO-002|STRO002
C158074	Oncolytic Virus RP1	Genetically Modified HSV-1 Oncolytic Immunotherapeutic RP1|HSV-1 Engineered RP1|HSV-1 Oncolytic Viral Strain RP1|HSV-1 RP1|Oncolytic Virus RP1|Oncolytic Virus RP1|RP1
C158078	Nicotinamide Riboside	NR|Niagen|Nicotinamide Riboside|Nicotinamide Riboside
C158082	Super Enhancer Inhibitor GZ17-6.02	GZ17 6.02|GZ17-6.02|GZ176.02|Super Enhancer Inhibitor GZ17-6.02|Synthetic Arum palaestinum derivative GZ17-6.02
C158083	Cetuximab-loaded Ethylcellulose Polymeric Nanoparticles Decorated with Octreotide (SY)	Cetuximab-loaded Ethylcellulose Polymeric Nanoparticles Decorated with Octreotide (SY)|Cetuximab-loaded Polymeric Nanoparticles Decorated With Octreotide|Polymeric Nanoparticles Loaded With Cetuximab and Decorated With Octreotide
C158084	Umbilical Cord Blood-derived CD4+/CD25+ T-regulatory Cells CK0801	CK 0801|CK-0801|CK0801|UCB-derived CD4+CD25+ Tregs CK0801|Umbilical Cord Blood-derived CD4+/CD25+ T-regulatory Cells CK0801
C158085	Anti-EGFR/c-Met Bispecific Antibody EMB-01	Anti-EGFR/Anti-c-Met Bispecific Antibody EMB-01|Anti-EGFR/c-Met Bispecific Antibody EMB-01|Anti-EGFR/c-Met Bispecific Antibody EMB-01|Anti-cMET/EGFR Bispecific Antibody EMB-01|Bispecific Antibody EMB-01|EMB 01|EMB-01|EMB01|FIT-013a
C158087	Anti-CD38/BCMA CAR T-lymphocytes	Anti-CD38/Anti-BCMA CAR T-cells|Anti-CD38/Anti-BCMA CAR T-lymphocytes|Anti-CD38/BCMA CAR T-cells|Anti-CD38/BCMA CAR T-lymphocytes
C158091	Autologous Deep IL-15 Primed T-cells TRQ15-01	Autologous Deep IL-15 Primed T-cells TRQ15-01|Autologous Deep IL-15 Primed T-cells TRQ15-01|IL-15 Loaded Autologous T-lymphocytes TRQ15-01|TRQ15-01
C158093	RET Inhibitor DS-5010	BOS 172738|BOS-172738|BOS172738|DS 5010|DS-5010|DS5010|RET Inhibitor DS-5010
C158095	Anti-PD-L1 Monoclonal Antibody TG-1501	Anti-PD-L1 Monoclonal Antibody TG-1501|Anti-PDL1 Monoclonal Antibody TG-1501|TG 1501|TG-1501|TG1501
C158096	Deuterated Enzalutamide	D3-ENT|Deuterated Enzalutamide|Enzalutamide Deuterated|HC 1119|HC-1119|HC1119|N-trideuteromethyl Enzalutamide
C158099	Anti-FL(FITC-E2) CAR T Cells	Anti-FL(FITC-E2) CAR T Cells|Anti-FL(FITC-E2) CAR T Cells|Anti-FL(FITC-E2) CAR T-lymphocytes|Anti-FL(FITCE2) CAR Expressing T Cells|AntiFL(FITCE2) CAR Expressing T Cells|Fluorescein-specific (FITC-E2)-CAR T Cells
C158100	Protein Arginine Methyltransferase 5 Inhibitor PF-06939999	PF 06939999|PF-06939999|PF06939999|PRMT5 Inhibitor PF-06939999|Protein Arginine Methyltransferase 5 Inhibitor PF-06939999|Protein Arginine Methyltransferase 5 Inhibitor PF-06939999
C158131	PRMT1 Inhibitor	Histone-arginine N-methyltransferase PRMT1 Inhibitor|Interferon Receptor 1-bound Protein 4 Inhibitor|PRMT1 Inhibitor|PRMT1 Inhibitor|Protein Arginine N-methyltransferase 1 Inhibitor
C158132	Anti-CD73 Monoclonal Antibody NZV930	Anti-CD73 Monoclonal Antibody NZV930|Anti-CD73 Monoclonal Antibody NZV930|NZV 930|NZV-930|NZV930|SRF 373|SRF-373|SRF373
C1582	Carubicin Hydrochloride	CARUBICIN HYDROCHLORIDE|Carubicin Hydrochloride|Carubicin hydrochloride
C1583	Daunorubicin Hydrochloride	"5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, (8S-cis)-, hydrochloride|5,12-Naphthacenedione, 8-acetyl-10-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,8,11-trihydroxy-1-methoxy-, hydrochloride, (8S-cis)-(9CI)|CERUBIDINE|Cerubidin|Cerubidine|Cerubidine|Cloridrato de Daunorubicina|DAUNORUBICIN HYDROCHLORIDE|Daunoblastin|Daunoblastina|Daunoblastine|Daunomycin Hydrochloride|Daunomycin hydrochloride|Daunomycin, hydrochloride|Daunorubicin Hydrochloride|Daunorubicin Hydrochloride|Daunorubicin hydrochloride|Daunorubicin.HCl|Daunorubicini Hydrochloridum|FI-6339|L-lyxo-Hexopyranoside, 3beta-acetyl-1,2,3,4,6,11-hexahydro-3,5,12-trihydroxy-10-metldioxo-1a-naphthacenyl 3-amino-2,3,6-trideoxy-,alpha-,hydrochloride|Ondena|RP-13057|Rubidomycin Hydrochloride|Rubilem|daunomycin hydrochloride|daunorubicin hydrochloride"
C158420	Patidegib Topical Gel	IPI-926 Topical Gel|Patidegib Gel|Patidegib Topical Gel|Patidegib Topical Gel
C158422	Sustained-release Mitomycin C Hydrogel Formulation UGN-102	Intravesical Mitomycin Gel UGN-102|MMC + UG-1 Gel|Mitomycin Urothelial Gel UGN-102|RTGel with Mitomycin C UGN-102|Sustained-release Mitomycin C Hydrogel Formulation UGN-102|Sustained-release Mitomycin C Hydrogel Formulation UGN-102|UGN 102|UGN-102|UGN102|Vesigel
C158436	Anti-GD2 hu3F8/Anti-CD3 huOKT3 Bispecific Antibody	Anti-GD2 hu3F8/Anti-CD3 huOKT3 Bispecific Antibody|Anti-GD2 hu3F8/Anti-CD3 huOKT3 Bispecific Antibody|Humanized 3F8 Bispecific Antibody|Humanized Anti-GD2 x Anti-CD3 Bispecific Antibody|hu3F8 x huOKT3 Bispecific Antibody|hu3F8-BsAb
C158438	iPSC-derived Natural Killer Cells FT500	FT 500|FT-500|FT500|Induced Pluripotent Stem Cell-derived Natural Killer Cells FT500|iPSC-NK Cells FT500|iPSC-derived NK Cells FT500|iPSC-derived Natural Killer Cells FT500|iPSC-derived Natural Killer Cells FT500
C158439	Autologous Anti-MUC1*-CAR-4-1BB-CD3zeta-expressing T-lymphocytes	Anti-MUC1*-CAR-4-1BB-CD3zeta-expressing Autologous T-lymphocytes|Autologous Anti-MUC1*-CAR-4-1BB-CD3zeta-expressing T-lymphocytes|Autologous Anti-MUC1*-CAR-4-1BB-CD3zeta-expressing T-lymphocytes|Autologous huMNC2-CAR44 T-lymphocytes
C158466	Attenuated Live Listeria monocytogenes Encoding KRAS G12D	ADXS 503|ADXS-503|ADXS503|Attenuated Live Listeria monocytogenes Encoding KRAS G12D|Attenuated Live Listeria monocytogenes Encoding KRAS G12D|Lm-Hot KRAS G12D
C158480	Autologous Dendritic Cell/Myeloma Fusion Vaccine	Autologous DC/Multiple Myeloma Fusions|Autologous Dendritic Cell/Myeloma Fusion Vaccine|Autologous Dendritic Cell/Myeloma Fusion Vaccine|DC/MM Fusion Vaccine|DC/MM Fusions|DC/Multiple Myeloma Fusions|DC/Plasma Cell Myeloma Fusion
C158504	Anti-BCMA/CD3 BiTE Antibody REGN5458	Anti-BCMA x Anti-CD3 BiTE REGN5458|Anti-BCMA/CD3 BiTE Antibody REGN5458|BiTE Antibody REGN5458|Bispecific BCMA x CD3 T-cell Engaging Antibody REGN5458|REGN 5458|REGN-5458|REGN5458
C158505	Anti-PD-1/Anti-CTLA4 DART Protein MGD019	Anti-PD-1/Anti-CTLA4 DART Protein MGD019|Bispecific DART Protein MGD019|D-1 x CTLA4 DART Protein MGD019|Dual-affinity Retargeting Protein MGD019|MGD 019|MGD-019|MGD019|PD-1 x CTLA4 Bispecific DART Molecule MGD019|PD-1 x CTLA4 DART Protein MGD019
C158507	Anti-OX40 Monoclonal Antibody IBI101	Anti-OX40 Monoclonal Antibody IBI101|IBI 101|IBI-101|IBI101
C158508	PI3K-delta Inhibitor YY-20394	PI3K-delta Inhibitor YY-20394|YY 20394|YY-20394|YY20394
C158510	Bcl-2 Inhibitor S65487	Bcl-2 Inhibitor S65487|S 65487|S-65487|S65487
C158511	Polidocanol	Aethoxysklerol|Asclera|Dodecylnonaoxyethylene glycol monoether|Laureth-9|Polidocanol
C158512	Radium bromatum	Radium bromatum
C158513	Anti-c-Met Antibody-drug Conjugate TR1801	Anti-c-Met ADC TR1801|Anti-c-Met Antibody-drug Conjugate TR1801|Anti-c-Met Antibody-drug Conjugate TR1801|MT 8633|MT-8633|TR 1801|TR-1801|TR1801
C158515	Eicosapentaenoic Acid Monoacylglyceride	Eicosapentaenoic Acid Monoacylglyceride|MAG-EPA|Monoglyceride Eicosapentaenoic Acid
C158517	Tubulin Polymerization Inhibitor VERU-111	Tubulin Polymerization Inhibitor VERU-111|Tubulin Polymerization Inhibitor VERU-111|VERU 111|VERU-111|VERU111
C158522	Autologous CMV-pp65-shLAMP-1 mRNA Loaded Dendritic Cell Vaccine	Autologous CMV-pp65-shLAMP-1 mRNA Loaded Dendritic Cell Vaccine|Autologous CMV-pp65-shLAMP-1 mRNA Loaded Dendritic Cell Vaccine|Autologous pp65-shLAMP-1 DC Vaccine|Autologous shLAMP-1-pp65 mRNA-pulsed DC Vaccine|Autologous shLAMP-1-pp65-DC Vaccine|Autologous shLAMP-1-pp65-DCs|pp65-shLAMP-1 mRNA DCs
C158532	PD-L1 Inhibitor INCB086550	INCB 086550|INCB 86550|INCB-086550|INCB-86550|INCB086550|INCB86550|PD-1 Ligand 1 Inhibitor INCB086550|PD-L1 Inhibitor INCB086550|PD-L1 Inhibitor INCB086550
C158533	Autologous CAR-mbIL15-Safety Switch T-cells PRGN-3005	Autologous CAR-T Cells PRGN 3005|Autologous CAR-mbIL15-Safety Switch T-cells PRGN-3005|Autologous CAR-mbIL15-Safety Switch T-cells PRGN-3005|Autologous PRGN-3005 UltraCAR-T Cells|PRGN 3005|PRGN-3005|PRGN-3005 UltraCAR-T Cells|PRGN3005
C158557	Anti-CTLA-4 Monoclonal Antibody AGEN1181	AGEN 1181|AGEN-1181|AGEN1181|Anti-CTLA-4 Monoclonal Antibody AGEN1181|Anti-CTLA-4 Monoclonal Antibody AGEN1181
C158558	Allogeneic Anti-CD19-CAR T-cells PBCAR0191	Allogeneic Anti-CD19-CAR T-cells PBCAR0191|Allogeneic Anti-CD19-CAR T-cells PBCAR0191|Allogeneic Anti-CD19-CAR T-lymphocytes PBCAR0191|Anti-CD19-CAR Allogeneic T-cells PBCAR0191|PBCAR0191
C158599	Autologous Cytoplasmic Activated PD-1 CAR T-cells	Autologous CAR19 T-cells Carrying Cytoplasmic Activated PD-1|Autologous Cytoplasmic Activated PD-1 CAR T-cells
C158600	Green Tea/Licorice Extract-based Antioxidant Solution	Green Tea/Licorice Extract-based Antioxidant Solution|Ocoxin and Viusid|Ocoxin-Viusid|Ocoxin/Viusid|Oral Antioxidant Solution
C158601	Autologous Cytotoxic T-lymphocytes Exposed to Dendritic Cells loaded with 6B11 Anti-idiotype Minibody	6B11 Anti-idiotype Minibody-pulsed DCs Induced Autologous CTLs|Autologous CTLs Exposed to 6B11-OCIK|Autologous CTLs Exposed to 6B11mini-ovarian-cytokine-induced-killer Cells|Autologous CTLs Induced with 6B11 Anti-idiotype Minibody-pulsed DCs|Autologous Cytotoxic T-cells Induced by Autologous Dendritic Cells Loaded with 6B11 Anti-idiotype Minibody|Autologous Cytotoxic T-lymphocytes Exposed to Dendritic Cells loaded with 6B11 Anti-idiotype Minibody
C158602	Anti-EGFR CAR-transduced IL-12-expressing T-lymphocytes	Anti-EGFR CAR-transduced IL-12-expressing T-lymphocytes|EGFR-IL12-CAR T-cells
C158603	PI3K-alpha Inhibitor MEN1611	"5-(7-Methylsulfonyl-2-morpholin-4-yl-5,6-dihydropyrrolo[2,3-d]pyrimidin-4-yl)pyrimidin-2-amine|Alpha-selective PI3K Inhibitor MEN1611|CH 5132799|CH-5132799|CH-5132799|CH5132799|MEN 1611|MEN-1611|MEN1611|PA 799|PA-799|PA799|PI3K-alpha Inhibitor MEN1611|PI3Kalpha Inhibitor MEN1611"
C158604	Autologous Anti-CD19 CAR-expressing T-lymphocytes CLIC-1901	Autologous Anti-CD19 CAR-expressing T-lymphocytes CLIC-1901|Autologous CLIC-1901 CAR-T Cells|CLIC 1901|CLIC-1901|CLIC1901
C158605	Whey Protein Isolate-based  Nutritional Supplement	Boost Breeze|Whey Protein Isolate-based  Nutritional Supplement
C158606	CRISPR-Cas9-mediated PD-1 and TCR Gene-deleted Anti-mesothelin CAR T-cells	Anti-mesothelin CAR-transduced CRISPR-Cas9-edited T-cells|CRISPR-Cas9 Mediated PD-1 and TCR Gene-knocked Out Mesothelin-directed CAR-T Cells|CRISPR-Cas9-mediated Anti-mesothelin CAR T-cells|CRISPR-Cas9-mediated Gene-edited Anti-mesothelin CAR-T Cells|CRISPR-Cas9-mediated PD-1 and TCR Gene-deleted Anti-mesothelin CAR T-cells
C158617	BTK Inhibitor LOXO-305	BTK Inhibitor LOXO-305|BTK Inhibitor LOXO-305|LOXO 305|LOXO-305|LOXO305
C158629	Iodine I 124 Monoclonal Antibody M5A	124I-M5A|Iodine I 124 Anti-CEA Monoclonal Antibody M5A|Iodine I 124 Monoclonal Antibody M5A|Iodine I 124 Monoclonal Antibody M5A
C158682	Autologous Anti-GD2CAR-CD28-CD3zeta-IL-15-expressing Natural Killer T-cells	Autologous Anti-GD2CAR-CD28-CD3zeta-IL-15-expressing|Autologous Anti-GD2CAR-CD28-CD3zeta-IL-15-expressing NKTs|Autologous Anti-GD2CAR-CD28-CD3zeta-IL-15-expressing Natural Killer T-cells|G28z.15 NKTs
C158694	Neoantigen-based Renal Cell Carcinoma-Poly-ICLC Vaccine	NeoVax RCC Vaccine|NeoVax Renal Cell Carcinoma Vaccine|Neoantigen-based Renal Cell Carcinoma-Poly-ICLC Vaccine|Neoantigen-based Renal Cell Carcinoma-Poly-ICLC Vaccine
C1587	Idarubicin Hydrochloride	IDARUBICIN HYDROCHLORIDE|IMI-30|Idamycin|Idamycin PFS|Idarubicin HCl|Idarubicin Hydrochloride|Idarubicin Hydrochloride|Idarubicin hydrochloride|SC-33428|Zavedos
C158732	Autologous iC9-GD2CAR-CD28-CD3zeta-IL-15-expressing T-lymphocytes	Autologous iC9-GD2CAR-CD28-CD3zeta-IL-15-expressing T-cells|Autologous iC9-GD2CAR-CD28-CD3zeta-IL-15-expressing T-lymphocytes|Autologous iC9-GD2CAR-CD28-CD3zeta-IL-15-expressing T-lymphocytes|iC9.GD2.CAR.IL-15 T-cells
C158734	Lutetium Lu 177-NeoB	177Lu-NeoB|Lutetium 177-NeoB|Lutetium Lu 177 DOTA-NeoBOMB1|Lutetium Lu 177-NeoB|Lutetium Lu 177-NeoB|[177Lu]-NeoB
C158742	EZH2 Inhibitor SHR2554	EZH2 Inhibitor SHR2554|Enhancer of Zeste Homolog 2 Inhibitor SHR2554|SHR 2554|SHR-2554|SHR2554
C158743	Oncolytic Adenovirus CAdVEC	CAd-VEC|CAdVEC|Oncolytic Adenovirus CAdVEC
C158744	Autologous HER2-CAR-modified Adenovirus-specific Cytotoxic T-lymphocytes	Autologous HER2-CAR-modified Adenovirus-specific Cytotoxic T-lymphocytes|HER2-AdVST|HER2-CAR-modified Ad-specific CTLs|HER2-CAR-modified Adenovirus-specific CTLs|HER2-CAR-modified Autologous AdVSTs|HER2.CAR.AdVST
C158745	Oral Myoma Vaccine V3-myoma	Oral Myoma Vaccine V3-myoma|V3 Myoma|V3 Myoma Vaccine|V3-myoma|V3-myoma Vaccine
C158746	Anti-ErbB3 Antibody ISU104	Anti-ErbB3 Antibody ISU104|Anti-HER3 Antibody ISU104|ISU 104|ISU-104|ISU104
C158747	TLR Agonist BSG-001	BSG 001|BSG-001|BSG001|Syngenon|TLR Agonist BSG-001
C158749	Personalized Neoepitope Yeast Vaccine YE-NEO-001	Personalized Neoepitope Yeast Vaccine YE-NEO-001|YE-NEO-001
C158750	Indocyanine Green-labeled Polymeric Micelles ONM-100	Indocyanine Green-labeled Polymeric Micelles ONM-100|ONM 100|ONM-100|ONM100
C158815	Actinium Ac 225-FPI-1434	225Ac-FPI-1434|Actinium Ac 225-FPI-1397-FPI-1175|Actinium Ac 225-FPI-1434|Actinium Ac 225-labeled FPI-1434|FPX 01|FPX-01|FPX01|[225Ac]-FPI-1434|[Ac-225]-FPI-1434
C158906	Itacitinib Adipate	INCB-039110 Adipate|INCB039110 Adipate|ITACITINIB ADIPATE|Itacitinib Adipate|Itacitinib Adipate
C159168	Anti-CD73 Monoclonal Antibody TJ4309	Anti-CD73 Monoclonal Antibody TJ4309|Anti-CD73 Monoclonal Antibody TJ4309|TJ 004309|TJ 4309|TJ-004309|TJ-4309|TJ004309|TJ4309|TJD5
C159410	EBNA-1 inhibitor VK-2019	EBNA-1 inhibitor VK-2019|EBNA-1 inhibitor VK-2019|Epstein-Barr Nuclear Antigen 1 Inhibitor VK-2019|VK 2019|VK-2019|VK2019
C159411	Anti-GITR Agonistic Monoclonal Antibody ASP1951	ASP 1951|ASP-1951|ASP1951|Anti-GITR Agonistic Monoclonal Antibody ASP1951|Anti-GITR Agonistic Monoclonal Antibody ASP1951|Anti-GITR Agonistic Monoclonal Antibody PTZ-522|PTZ 522|PTZ-522|PTZ522
C159495	Anti-B7H3 Antibody-drug Conjugate MGC018	Anti-B7H3 ADC|Anti-B7H3 Antibody-drug Conjugate MGC018|MG-C018|MGC 018|MGC018
C159496	HDAC8 Inhibitor NBM-BMX	HDAC8 Inhibitor NBM-BMX|HDAC8i NBM-BMX|NBM BMX|NBM-BMX|NBMBMX
C159497	Alpha-lactalbumin-derived Synthetic Peptide-lipid Complex Alpha1H	Alpha 1H|Alpha-1H|Alpha-lactalbumin-derived Synthetic Peptide-lipid Complex Alpha1H|Alpha-lactalbumin-derived Synthetic Proteolipid Complex Alpha1H|Alpha1H
C159498	IDO Peptide Vaccine IO102	"IDO Peptide Vaccine IO102|IDO-derived Vaccine IO102|IO 102|IO-102|IO102|Indoleamine 2,3-dioxygenase-derived Peptide Vaccine"
C159499	PI3K/mTOR Kinase Inhibitor WXFL10030390	PI3K/mTOR Kinase Inhibitor WX390|PI3K/mTOR Kinase Inhibitor WXFL10030390|WX 390|WX-390|WX390|WXFL 10030390|WXFL-10030390|WXFL10030390
C159500	Taurultam Analogue GP-2250	GP 2250|GP-2250|GP2250|Taurultam Analogue GP-2250|Taurultam Analogue GP-2250
C159530	Anti-CTLA-4/LAG-3 Bispecific Antibody XmAb22841	Anti-CTLA-4/Anti-LAG-3 Bispecific Monoclonal Antibody XmAb22841|Anti-CTLA-4/LAG-3 Bispecific Antibody XmAb22841|Anti-CTLA-4/LAG-3 Bispecific Antibody XmAb22841|CTLA-4  x LAG-3 Bispecific Antibody XmAb22841|XmAb 22841|XmAb-22841|XmAb22841
C159531	BRAF Inhibitor LUT014	BRAF Inhibitor LUT014|BRAF Inhibitor LUT014|LUT 014|LUT-014|LUT014
C159535	SMO Protein Inhibitor ZSP1602	SMO Protein Inhibitor ZSP1602|Smoothened Inhibitor ZSP1602|ZSP 1602|ZSP-1602|ZSP1602
C159536	Anti-CLEVER-1 Monoclonal Antibody FP-1305	Anti-CLEVER-1 Monoclonal Antibody FP-1305|Anti-stabilin-1 Monoclonal Antibody FP-1305|Clevegen|FP 1305|FP-1305|FP1305
C159537	Radium Ra 224-labeled Calcium Carbonate Microparticles	224Ra-labeled Calcium Carbonate Micro-particles|Alpha-emitting 224Ra Calcium Carbonate Microspheres|Ra-224 Alpha-emitting Calcium Carbonate Microparticles|Radium Ra 224-labeled Calcium Carbonate Microparticles|Radspherin
C159538	Anti-PD-L1 Monoclonal Antibody GR1405	Anti-PD-L1 Monoclonal Antibody GR1405|GR 1405|GR-1405|GR1405
C159540	Oral Cancer Vaccine V3-OVA	Cancer Vaccine V3-OVA|Oral Cancer Vaccine V3-OVA|Tableted Vaccine V3-OVA|V3 OVA|V3-OVA|V3OVA
C159541	Emicizumab	ACE910|Emicizumab|Hemlibra
C159549	Anti-PD-1 Monoclonal Antibody GLS-010	AB 122|AB-122|AB122|Anti-PD-1 Monoclonal Antibody GLS-010|Anti-PD-1 Monoclonal Antibody GLS-010|GLS 010|GLS-010|GLS010
C159564	Adenosine A2A/A2B Receptor Antagonist AB928	A2AR/A2BR Antagonist AB928|AB 928|AB-928|AB928|Adenosine A2A/A2B Receptor Antagonist AB928|Adenosine A2A/A2B Receptor Antagonist AB928|Dual A2AR/A2BR Antagonist AB928
C159583	Anti-CD47 Monoclonal Antibody	Anti-CD47 Monoclonal Antibody
C159599	Enadenotucirev-expressing Anti-CD40 Agonistic Monoclonal Antibody NG-350A	Enadenotucirev-expressing Anti-CD40 Agonistic Monoclonal Antibody NG-350A|Enadenotucirev-expressing Anti-CD40 Agonistic Monoclonal Antibody NG-350A|NG 350A|NG-350A|NG350A|Oncolytic Adenoviral Vector Expressing Anti-CD40 Antibody NG-350A|Oncolytic Adenoviral Vector-expressing Anti-CD40 Agonistic Antibody NG-350A
C159600	Anti-CD47 Monoclonal Antibody AO-176	AO 176|AO-176|AO176|Anti-CD47 Monoclonal Antibody AO-176|Anti-CD47 Monoclonal Antibody AO-176
C159601	Personalized ALL-specific Multi-HLA-binding Peptide Vaccine	Individualized Multi-HLA-binding Peptide Vaccine|Personalized ALL-specific Multi-HLA-binding Peptide Vaccine|Personalized Multi-HLA-binding Peptide Vaccine
C159609	Anti-CEACAM6 Antibody BAY1834942	Anti-CEACAM6 Antibody BAY1834942|Anti-CEACAM6 Antibody BAY1834942|BAY 1834942|BAY-1834942|BAY1834942
